com.samsung.shealth.tracker.pedometer_day_summary,6211031,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
2129,bb9fd85e-f205-4074-ad55-08e03090dc88.binning_data.json,1115590,8000,10,2021-05-05 04:00:04.256,com.sec.android.app.shealth,2021-05-04 04:00:03.983,,1.5667224,1747.82,109.89,2119,j9zBUHWfhn,com.sec.android.app.shealth,0,bb9fd85e-f205-4074-ad55-08e03090dc88.achievement.json,bb9fd85e-f205-4074-ad55-08e03090dc88,1620000000000,
4685,27e6a995-6ebf-4c44-8c3a-1b8b4a82ad96.binning_data.json,2422730,6000,443,2020-11-24 02:31:37.797,com.sec.android.app.shealth,2020-11-23 12:33:05.826,27e6a995-6ebf-4c44-8c3a-1b8b4a82ad96.source_info.json,1.6275362,3943.081,264.00806,4242,VfS0qUERdZ,com.sec.android.app.shealth,0,27e6a995-6ebf-4c44-8c3a-1b8b4a82ad96.achievement.json,27e6a995-6ebf-4c44-8c3a-1b8b4a82ad96,1606089600000,
2551,1303cb6b-efbd-44b8-a908-d4e9b0aeab5b.binning_data.json,1430332,8000,0,2021-05-07 04:00:01.642,com.sec.android.app.shealth,2021-05-07 04:00:01.642,,1.4130194,2021.087,125.473175,2551,Idp7XEd6un,com.sec.android.app.shealth,0,1303cb6b-efbd-44b8-a908-d4e9b0aeab5b.achievement.json,1303cb6b-efbd-44b8-a908-d4e9b0aeab5b,1620259200000,
2182,bae115fc-474f-463b-aa7f-052143c2f748.binning_data.json,1238038,8000,62,2020-12-15 13:10:26.239,com.sec.android.app.shealth,2020-12-14 12:30:19.771,bae115fc-474f-463b-aa7f-052143c2f748.source_info.json,1.4197358,1757.687,116.30817,2120,VfS0qUERdZ,com.sec.android.app.shealth,0,bae115fc-474f-463b-aa7f-052143c2f748.achievement.json,bae115fc-474f-463b-aa7f-052143c2f748,1607904000000,
10073,349691d6-2cf6-4f6b-88e5-d25515125c81.binning_data.json,6187120,8000,50,2021-03-16 04:42:58.287,com.sec.android.app.shealth,2021-03-15 15:04:17.059,349691d6-2cf6-4f6b-88e5-d25515125c81.source_info.json,1.2775897,7904.6016,504.51697,10023,VfS0qUERdZ,com.sec.android.app.shealth,0,349691d6-2cf6-4f6b-88e5-d25515125c81.achievement.json,349691d6-2cf6-4f6b-88e5-d25515125c81,1615766400000,
5849,229999ff-1b0c-411b-ad78-e2791280bc1c.binning_data.json,3202974,6000,16,2020-11-03 13:36:02.831,com.sec.android.app.shealth,2020-11-02 13:35:30.161,229999ff-1b0c-411b-ad78-e2791280bc1c.source_info.json,1.4638497,4688.673,296.77917,5833,VfS0qUERdZ,com.sec.android.app.shealth,0,229999ff-1b0c-411b-ad78-e2791280bc1c.achievement.json,229999ff-1b0c-411b-ad78-e2791280bc1c,1604275200000,
8301,cc5eb329-cb64-4302-ac3d-724e1525b71d.binning_data.json,4896719,6000,27,2020-11-06 05:00:01.824,com.sec.android.app.shealth,2020-11-06 05:00:01.824,,1.3315759,6520.354,412.4933,8274,Idp7XEd6un,com.sec.android.app.shealth,0,cc5eb329-cb64-4302-ac3d-724e1525b71d.achievement.json,cc5eb329-cb64-4302-ac3d-724e1525b71d,1604534400000,
1274,fa66aacf-8ce5-4b3a-855c-6c0859b5c803.binning_data.json,663065,8000,10,2021-06-02 04:00:03.634,com.sec.android.app.shealth,2021-06-01 04:00:03.948,,1.5829597,1049.6057,66.07302,1264,j9zBUHWfhn,com.sec.android.app.shealth,0,fa66aacf-8ce5-4b3a-855c-6c0859b5c803.achievement.json,fa66aacf-8ce5-4b3a-855c-6c0859b5c803,1622419200000,
5319,79d85132-2434-4543-8e63-caa17a4a6848.binning_data.json,2724546,8000,21,2020-12-15 05:00:03.759,com.sec.android.app.shealth,2020-12-10 05:00:03.600,,1.5888195,4328.812,269.50705,5298,j9zBUHWfhn,com.sec.android.app.shealth,0,79d85132-2434-4543-8e63-caa17a4a6848.achievement.json,79d85132-2434-4543-8e63-caa17a4a6848,1607472000000,
2328,fabea4b3-3c0d-428c-987f-fdca762afdc9.binning_data.json,1510866,8000,0,2021-07-02 04:00:01.851,com.sec.android.app.shealth,2021-07-02 04:00:01.851,,1.1813725,1784.8965,117.025635,2328,Idp7XEd6un,com.sec.android.app.shealth,0,fabea4b3-3c0d-428c-987f-fdca762afdc9.achievement.json,fabea4b3-3c0d-428c-987f-fdca762afdc9,1625097600000,
3429,9a02fafb-cac2-4df4-ba1f-0b243e0dead4.binning_data.json,2112456,8000,0,2021-05-14 04:00:01.863,com.sec.android.app.shealth,2021-05-14 04:00:01.863,,1.2644646,2671.127,170.27289,3429,Idp7XEd6un,com.sec.android.app.shealth,0,9a02fafb-cac2-4df4-ba1f-0b243e0dead4.achievement.json,9a02fafb-cac2-4df4-ba1f-0b243e0dead4,1620864000000,
3043,1fef9988-46dd-43de-987f-60e82b7d1e65.binning_data.json,1891691,8000,27,2021-06-02 04:00:01.652,com.sec.android.app.shealth,2021-06-02 04:00:01.652,,1.2625725,2388.3984,152.39258,3016,Idp7XEd6un,com.sec.android.app.shealth,0,1fef9988-46dd-43de-987f-60e82b7d1e65.achievement.json,1fef9988-46dd-43de-987f-60e82b7d1e65,1622505600000,
5324,07ce9a89-69cb-4c41-9ee7-85005660f250.binning_data.json,2775959,8000,34,2021-07-05 15:39:06.447,com.sec.android.app.shealth,2021-07-04 13:00:18.027,07ce9a89-69cb-4c41-9ee7-85005660f250.source_info.json,1.5482229,4297.8037,276.47995,5290,VfS0qUERdZ,com.sec.android.app.shealth,0,07ce9a89-69cb-4c41-9ee7-85005660f250.achievement.json,07ce9a89-69cb-4c41-9ee7-85005660f250,1625356800000,
4747,6d17b2bf-08ec-4ece-8561-cce67786f721.binning_data.json,2672221,8000,220,2021-01-10 13:58:53.642,com.sec.android.app.shealth,2021-01-09 14:01:05.583,6d17b2bf-08ec-4ece-8561-cce67786f721.source_info.json,1.4446486,3860.4214,258.18207,4527,VfS0qUERdZ,com.sec.android.app.shealth,0,6d17b2bf-08ec-4ece-8561-cce67786f721.achievement.json,6d17b2bf-08ec-4ece-8561-cce67786f721,1610150400000,
7023,3aefd569-16d7-4874-b211-d0cd83164c60.binning_data.json,3805550,8000,99,2021-06-16 12:20:45.330,com.sec.android.app.shealth,2021-06-15 12:20:00.605,3aefd569-16d7-4874-b211-d0cd83164c60.source_info.json,1.4841484,5648.001,360.34113,6924,VfS0qUERdZ,com.sec.android.app.shealth,0,3aefd569-16d7-4874-b211-d0cd83164c60.achievement.json,3aefd569-16d7-4874-b211-d0cd83164c60,1623715200000,
909,79b04dca-a5b7-408e-9df5-679c350b0458.binning_data.json,580228,8000,0,2021-06-03 04:00:01.930,com.sec.android.app.shealth,2021-06-03 04:00:01.930,,1.2128844,703.75,45.686768,909,Idp7XEd6un,com.sec.android.app.shealth,0,79b04dca-a5b7-408e-9df5-679c350b0458.achievement.json,79b04dca-a5b7-408e-9df5-679c350b0458,1622592000000,
5816,8f31f312-91da-4ffc-b2df-d7e5f12726b7.binning_data.json,3151127,8000,40,2021-07-21 04:00:03.564,com.sec.android.app.shealth,2021-07-20 04:00:04.982,,1.478722,4659.641,300.52744,5776,j9zBUHWfhn,com.sec.android.app.shealth,0,8f31f312-91da-4ffc-b2df-d7e5f12726b7.achievement.json,8f31f312-91da-4ffc-b2df-d7e5f12726b7,1626652800000,
7276,ff32da44-f25e-475f-ac37-6112e2287895.binning_data.json,3938700,8000,71,2021-05-19 12:33:30.905,com.sec.android.app.shealth,2021-05-18 12:34:44.402,ff32da44-f25e-475f-ac37-6112e2287895.source_info.json,1.4838524,5844.451,372.47534,7205,VfS0qUERdZ,com.sec.android.app.shealth,0,ff32da44-f25e-475f-ac37-6112e2287895.achievement.json,ff32da44-f25e-475f-ac37-6112e2287895,1621296000000,
5280,a1642c11-b9e5-441e-b8d5-8ea12a9fd9c3.binning_data.json,2814157,8000,27,2021-04-29 04:00:03.740,com.sec.android.app.shealth,2021-04-28 04:00:03.383,,1.5118711,4254.6426,269.85324,5253,j9zBUHWfhn,com.sec.android.app.shealth,0,a1642c11-b9e5-441e-b8d5-8ea12a9fd9c3.achievement.json,a1642c11-b9e5-441e-b8d5-8ea12a9fd9c3,1619481600000,
2506,3bc6f9c3-c50e-4e5f-b774-a4cd3506db0c.binning_data.json,1367998,8000,437,2021-05-29 04:06:06.361,com.sec.android.app.shealth,2021-05-29 04:06:06.361,,1.5737891,2152.9414,152.32263,2069,Idp7XEd6un,com.sec.android.app.shealth,0,3bc6f9c3-c50e-4e5f-b774-a4cd3506db0c.achievement.json,3bc6f9c3-c50e-4e5f-b774-a4cd3506db0c,1622160000000,
2813,e9913d25-5166-48cf-94ce-815978c5780a.binning_data.json,1673440,8000,0,2020-12-16 05:00:01.894,com.sec.android.app.shealth,2020-12-16 05:00:01.894,,1.3147712,2200.1907,139.22713,2813,Idp7XEd6un,com.sec.android.app.shealth,0,e9913d25-5166-48cf-94ce-815978c5780a.achievement.json,e9913d25-5166-48cf-94ce-815978c5780a,1607990400000,
6335,557ee123-cf0b-4c77-ae22-59c5439e13bd.binning_data.json,3493700,8000,47,2021-04-26 12:19:48.661,com.sec.android.app.shealth,2021-04-25 13:44:45.609,557ee123-cf0b-4c77-ae22-59c5439e13bd.source_info.json,1.4550027,5083.344,324.8673,6288,VfS0qUERdZ,com.sec.android.app.shealth,0,557ee123-cf0b-4c77-ae22-59c5439e13bd.achievement.json,557ee123-cf0b-4c77-ae22-59c5439e13bd,1619308800000,
843,828b8aa5-48b8-42c3-a9fc-bc938daf7f52.binning_data.json,513208,8000,3,2021-03-13 05:00:01.555,com.sec.android.app.shealth,2021-03-13 05:00:01.555,,1.2811049,657.47437,42.18611,840,Idp7XEd6un,com.sec.android.app.shealth,0,828b8aa5-48b8-42c3-a9fc-bc938daf7f52.achievement.json,828b8aa5-48b8-42c3-a9fc-bc938daf7f52,1615507200000,
2055,cf926fd9-dd88-46b5-bc62-bc4e274bef3d.binning_data.json,1311639,8000,13,2021-04-05 04:00:02.038,com.sec.android.app.shealth,2021-04-05 04:00:02.038,,1.2181114,1597.7227,104.34912,2042,Idp7XEd6un,com.sec.android.app.shealth,0,cf926fd9-dd88-46b5-bc62-bc4e274bef3d.achievement.json,cf926fd9-dd88-46b5-bc62-bc4e274bef3d,1617494400000,
15370,172b3080-4fbd-4916-81b3-6e382f312c29.binning_data.json,7983161,8000,63,2021-06-29 12:09:55.482,com.sec.android.app.shealth,2021-06-28 04:06:14.031,172b3080-4fbd-4916-81b3-6e382f312c29.source_info.json,1.553756,12403.885,777.7577,15307,VfS0qUERdZ,com.sec.android.app.shealth,0,172b3080-4fbd-4916-81b3-6e382f312c29.achievement.json,172b3080-4fbd-4916-81b3-6e382f312c29,1624838400000,
2506,e06942b8-134a-468d-a4aa-c2d67b872e55.binning_data.json,1593909,8000,0,2021-01-10 05:00:01.886,com.sec.android.app.shealth,2021-01-10 05:00:01.886,,1.2190266,1943.0176,124.787964,2506,Idp7XEd6un,com.sec.android.app.shealth,0,e06942b8-134a-468d-a4aa-c2d67b872e55.achievement.json,e06942b8-134a-468d-a4aa-c2d67b872e55,1610150400000,
2296,d0d673c6-2d82-4f68-b019-2d0e18d00235.binning_data.json,1411022,8000,0,2021-02-16 05:00:02.121,com.sec.android.app.shealth,2021-02-16 05:00:02.121,,1.2719219,1794.7104,114.39529,2296,Idp7XEd6un,com.sec.android.app.shealth,0,d0d673c6-2d82-4f68-b019-2d0e18d00235.achievement.json,d0d673c6-2d82-4f68-b019-2d0e18d00235,1613347200000,
169,3df131cb-859a-4747-89c1-99f6344f1a4a.binning_data.json,126008,8000,0,2021-01-27 05:00:01.781,com.sec.android.app.shealth,2021-01-27 05:00:01.781,,1.038634,130.87646,8.430252,169,Idp7XEd6un,com.sec.android.app.shealth,0,3df131cb-859a-4747-89c1-99f6344f1a4a.achievement.json,3df131cb-859a-4747-89c1-99f6344f1a4a,1611619200000,
12044,52d40579-2e01-4187-b474-2ef727e2aee4.binning_data.json,6151361,6000,172,2020-11-12 02:48:44.700,com.sec.android.app.shealth,2020-11-11 12:36:40.567,52d40579-2e01-4187-b474-2ef727e2aee4.source_info.json,1.598348,9832.017,608.9107,11872,VfS0qUERdZ,com.sec.android.app.shealth,0,52d40579-2e01-4187-b474-2ef727e2aee4.achievement.json,52d40579-2e01-4187-b474-2ef727e2aee4,1605052800000,
6519,add923f1-3b46-46c6-be3a-45c69319a8f9.binning_data.json,3491895,8000,34,2021-07-01 04:00:04.091,com.sec.android.app.shealth,2021-06-30 04:00:05.149,,1.4969728,5227.272,335.1945,6485,j9zBUHWfhn,com.sec.android.app.shealth,0,add923f1-3b46-46c6-be3a-45c69319a8f9.achievement.json,add923f1-3b46-46c6-be3a-45c69319a8f9,1624924800000,
10537,62684bc2-3767-4d15-a8ed-5843058e90fa.binning_data.json,6331028,8000,2,2021-01-03 05:00:02.135,com.sec.android.app.shealth,2021-01-03 05:00:02.135,,1.3050045,8262.0205,521.612,10535,Idp7XEd6un,com.sec.android.app.shealth,0,62684bc2-3767-4d15-a8ed-5843058e90fa.achievement.json,62684bc2-3767-4d15-a8ed-5843058e90fa,1609545600000,
4261,bbc590ce-1f25-4b40-88f2-c2c625af252a.binning_data.json,2231108,8000,235,2021-05-06 02:21:45.676,com.sec.android.app.shealth,2021-05-05 12:30:49.378,bbc590ce-1f25-4b40-88f2-c2c625af252a.source_info.json,1.5588025,3477.8582,228.05568,4026,VfS0qUERdZ,com.sec.android.app.shealth,0,bbc590ce-1f25-4b40-88f2-c2c625af252a.achievement.json,bbc590ce-1f25-4b40-88f2-c2c625af252a,1620172800000,
6152,571f594e-e124-40ee-8394-537a35fc56b0.binning_data.json,3141494,6000,283,2020-11-02 05:00:06.208,com.sec.android.app.shealth,2020-10-30 13:13:59.368,571f594e-e124-40ee-8394-537a35fc56b0.source_info.json,1.5402988,4838.84,231.53,5869,VfS0qUERdZ,com.sec.android.app.shealth,0,571f594e-e124-40ee-8394-537a35fc56b0.achievement.json,571f594e-e124-40ee-8394-537a35fc56b0,1603756800000,
1397,228572ca-bb0a-4204-a81a-c72829cdc530.binning_data.json,961299,8000,0,2021-03-04 05:00:01.575,com.sec.android.app.shealth,2021-03-04 05:00:01.575,,1.1119705,1068.937,70.21719,1397,Idp7XEd6un,com.sec.android.app.shealth,0,228572ca-bb0a-4204-a81a-c72829cdc530.achievement.json,228572ca-bb0a-4204-a81a-c72829cdc530,1614729600000,
3333,e078271f-83a0-4afa-bb6a-5070e15f8220.binning_data.json,1918371,8000,0,2021-04-28 04:00:01.544,com.sec.android.app.shealth,2021-04-28 04:00:01.544,,1.3665051,2621.4648,164.58008,3333,Idp7XEd6un,com.sec.android.app.shealth,0,e078271f-83a0-4afa-bb6a-5070e15f8220.achievement.json,e078271f-83a0-4afa-bb6a-5070e15f8220,1619481600000,
7986,4d2a85b1-1451-485b-913d-09343621544f.binning_data.json,4418963,8000,22,2020-12-19 16:34:02.435,com.sec.android.app.shealth,2020-12-18 13:18:46.851,4d2a85b1-1451-485b-913d-09343621544f.source_info.json,1.4408226,6366.9424,401.5669,7964,VfS0qUERdZ,com.sec.android.app.shealth,0,4d2a85b1-1451-485b-913d-09343621544f.achievement.json,4d2a85b1-1451-485b-913d-09343621544f,1608249600000,
5304,fc3c7cca-5742-42be-8c11-9d996325d178.binning_data.json,2968819,8000,37,2021-01-14 13:29:57.370,com.sec.android.app.shealth,2021-01-13 13:13:27.636,fc3c7cca-5742-42be-8c11-9d996325d178.source_info.json,1.4757826,4381.3325,283.07327,5267,VfS0qUERdZ,com.sec.android.app.shealth,0,fc3c7cca-5742-42be-8c11-9d996325d178.achievement.json,fc3c7cca-5742-42be-8c11-9d996325d178,1610496000000,
8371,76126a4b-fa0d-4e18-b0b4-b6a3b9314e1c.binning_data.json,4467634,6000,41,2020-11-13 13:16:37.754,com.sec.android.app.shealth,2020-11-12 12:30:58.589,76126a4b-fa0d-4e18-b0b4-b6a3b9314e1c.source_info.json,1.5086032,6739.8887,426.126,8330,VfS0qUERdZ,com.sec.android.app.shealth,0,76126a4b-fa0d-4e18-b0b4-b6a3b9314e1c.achievement.json,76126a4b-fa0d-4e18-b0b4-b6a3b9314e1c,1605139200000,
5883,0a70de9b-d613-4c09-87d6-56bac4ca8884.binning_data.json,3070241,8000,62,2021-07-01 02:59:34.678,com.sec.android.app.shealth,2021-06-30 12:00:16.342,0a70de9b-d613-4c09-87d6-56bac4ca8884.source_info.json,1.5655764,4806.6973,305.50195,5821,VfS0qUERdZ,com.sec.android.app.shealth,0,0a70de9b-d613-4c09-87d6-56bac4ca8884.achievement.json,0a70de9b-d613-4c09-87d6-56bac4ca8884,1625011200000,
4649,944c4b3e-b1e9-4982-93ae-517ea7470766.binning_data.json,2560992,8000,92,2021-01-31 15:18:26.354,com.sec.android.app.shealth,2021-01-30 15:44:16.920,944c4b3e-b1e9-4982-93ae-517ea7470766.source_info.json,1.4629015,3746.479,240.0556,4557,VfS0qUERdZ,com.sec.android.app.shealth,0,944c4b3e-b1e9-4982-93ae-517ea7470766.achievement.json,944c4b3e-b1e9-4982-93ae-517ea7470766,1611964800000,
5151,49ef018d-a3e3-4252-a789-2d018e5cd91c.binning_data.json,2701608,8000,34,2021-07-06 04:00:03.887,com.sec.android.app.shealth,2021-07-05 04:00:04.994,,1.5424,4166.9604,267.91327,5117,j9zBUHWfhn,com.sec.android.app.shealth,0,49ef018d-a3e3-4252-a789-2d018e5cd91c.achievement.json,49ef018d-a3e3-4252-a789-2d018e5cd91c,1625356800000,
3424,f1cfb216-e1a4-448e-8ab9-006be1085723.binning_data.json,2151524,8000,4,2021-07-11 04:15:26.764,com.sec.android.app.shealth,2021-07-11 04:15:26.764,,1.2431298,2674.624,171.16895,3420,Idp7XEd6un,com.sec.android.app.shealth,0,f1cfb216-e1a4-448e-8ab9-006be1085723.achievement.json,f1cfb216-e1a4-448e-8ab9-006be1085723,1625875200000,
1437,cfbc5c38-e2d6-4578-a786-8c043289457f.binning_data.json,940032,8000,0,2021-05-25 04:00:01.377,com.sec.android.app.shealth,2021-05-25 04:00:01.377,,1.1733557,1102.9922,72.03638,1437,Idp7XEd6un,com.sec.android.app.shealth,0,cfbc5c38-e2d6-4578-a786-8c043289457f.achievement.json,cfbc5c38-e2d6-4578-a786-8c043289457f,1621814400000,
11665,1fdd8d21-4c2f-4395-8efb-b044a5a5c413.binning_data.json,6137883,8000,35,2020-12-21 05:00:05.025,com.sec.android.app.shealth,2020-12-20 05:02:29.756,,1.5233344,9350.049,585.96,11630,j9zBUHWfhn,com.sec.android.app.shealth,0,1fdd8d21-4c2f-4395-8efb-b044a5a5c413.achievement.json,1fdd8d21-4c2f-4395-8efb-b044a5a5c413,1608336000000,
6586,e1ac4d7b-9cc8-4d67-87ca-3d6426cd4f0f.binning_data.json,3618053,8000,49,2021-07-02 12:28:45.782,com.sec.android.app.shealth,2021-07-01 12:32:47.903,e1ac4d7b-9cc8-4d67-87ca-3d6426cd4f0f.source_info.json,1.4646692,5299.251,342.35303,6537,VfS0qUERdZ,com.sec.android.app.shealth,0,e1ac4d7b-9cc8-4d67-87ca-3d6426cd4f0f.achievement.json,e1ac4d7b-9cc8-4d67-87ca-3d6426cd4f0f,1625097600000,
5330,8985fc49-5eed-4e3b-8bf0-3d98ad3ce8e8.binning_data.json,3021828,8000,8,2021-06-07 12:37:16.176,com.sec.android.app.shealth,2021-06-06 04:05:28.363,8985fc49-5eed-4e3b-8bf0-3d98ad3ce8e8.source_info.json,1.4037261,4241.8203,269.24942,5322,VfS0qUERdZ,com.sec.android.app.shealth,0,8985fc49-5eed-4e3b-8bf0-3d98ad3ce8e8.achievement.json,8985fc49-5eed-4e3b-8bf0-3d98ad3ce8e8,1622937600000,
491,0a65542d-ab21-436e-b6e9-61270c9c74d8.binning_data.json,330658,8000,0,2021-01-08 05:00:01.954,com.sec.android.app.shealth,2021-01-08 05:00:01.954,,1.1416421,377.49414,24.6604,491,Idp7XEd6un,com.sec.android.app.shealth,0,0a65542d-ab21-436e-b6e9-61270c9c74d8.achievement.json,0a65542d-ab21-436e-b6e9-61270c9c74d8,1609977600000,
4541,49f43724-5921-4a72-abe6-03fa6a3f57f5.binning_data.json,2493905,8000,29,2021-07-24 04:00:32.316,com.sec.android.app.shealth,2021-07-23 12:30:14.313,49f43724-5921-4a72-abe6-03fa6a3f57f5.source_info.json,1.4393936,3589.7124,234.95338,4512,VfS0qUERdZ,com.sec.android.app.shealth,0,49f43724-5921-4a72-abe6-03fa6a3f57f5.achievement.json,49f43724-5921-4a72-abe6-03fa6a3f57f5,1626998400000,
11790,f56c0a56-25b1-4216-8ed4-7b5a5fae67d5.binning_data.json,6292886,8000,42,2021-06-16 04:00:04.808,com.sec.android.app.shealth,2021-06-15 04:00:04.025,,1.5037838,9463.14,597.84796,11748,j9zBUHWfhn,com.sec.android.app.shealth,0,f56c0a56-25b1-4216-8ed4-7b5a5fae67d5.achievement.json,f56c0a56-25b1-4216-8ed4-7b5a5fae67d5,1623628800000,
5346,95f5a7c5-e7cf-402a-bcbd-43088c261f3e.binning_data.json,2769507,8000,85,2021-01-01 05:02:00.072,com.sec.android.app.shealth,2020-12-31 05:00:04.885,,1.5762898,4365.546,276.09906,5261,j9zBUHWfhn,com.sec.android.app.shealth,0,95f5a7c5-e7cf-402a-bcbd-43088c261f3e.achievement.json,95f5a7c5-e7cf-402a-bcbd-43088c261f3e,1609286400000,
4316,fad2cb88-118b-46bc-90f7-b88eed26e252.binning_data.json,2272455,6000,382,2020-12-03 05:00:04.386,com.sec.android.app.shealth,2020-12-03 05:00:04.386,,1.5667081,3560.2744,241.12875,3934,j9zBUHWfhn,com.sec.android.app.shealth,0,fad2cb88-118b-46bc-90f7-b88eed26e252.achievement.json,fad2cb88-118b-46bc-90f7-b88eed26e252,1606867200000,
1190,d6411e6e-dc0f-499f-8ddf-3829f84e38c8.binning_data.json,724498,8000,0,2021-09-06 04:00:02.303,com.sec.android.app.shealth,2021-09-06 04:00:02.303,,1.275948,924.4219,59.21881,1190,Idp7XEd6un,com.sec.android.app.shealth,0,d6411e6e-dc0f-499f-8ddf-3829f84e38c8.achievement.json,d6411e6e-dc0f-499f-8ddf-3829f84e38c8,1630800000000,
1014,fc27bf05-18ad-4f83-a7e3-a8c8607e8097.binning_data.json,716172,8000,0,2021-03-18 06:03:29.893,com.sec.android.app.shealth,2021-03-11 13:35:00.803,fc27bf05-18ad-4f83-a7e3-a8c8607e8097.source_info.json,1.0840466,776.36426,51.295074,1014,VfS0qUERdZ,com.sec.android.app.shealth,0,fc27bf05-18ad-4f83-a7e3-a8c8607e8097.achievement.json,fc27bf05-18ad-4f83-a7e3-a8c8607e8097,1615420800000,
1478,062080d7-ca7b-4158-9fdc-eede313a5fd2.binning_data.json,916690,6000,2,2020-11-18 05:00:01.481,com.sec.android.app.shealth,2020-11-18 05:00:01.481,,1.2525864,1148.2344,74.24585,1476,Idp7XEd6un,com.sec.android.app.shealth,0,062080d7-ca7b-4158-9fdc-eede313a5fd2.achievement.json,062080d7-ca7b-4158-9fdc-eede313a5fd2,1605571200000,
11100,670d8d23-e48a-4425-a57e-24742a0bfee5.binning_data.json,6865757,8000,7,2021-03-15 07:00:02.272,com.sec.android.app.shealth,2021-03-15 07:00:02.272,,1.2600597,8651.264,555.09595,11093,Idp7XEd6un,com.sec.android.app.shealth,0,670d8d23-e48a-4425-a57e-24742a0bfee5.achievement.json,670d8d23-e48a-4425-a57e-24742a0bfee5,1615680000000,
1157,3b18dc00-4fd9-4d36-8155-695659549baf.binning_data.json,747087,8000,2,2022-01-26 05:00:02.501,com.sec.android.app.shealth,2022-01-26 05:00:02.501,,1.1991833,895.89435,58.203182,1155,Idp7XEd6un,com.sec.android.app.shealth,0,3b18dc00-4fd9-4d36-8155-695659549baf.achievement.json,3b18dc00-4fd9-4d36-8155-695659549baf,1643068800000,
5133,b99ce864-47b7-4bd6-b7f8-8f8b42901f3f.binning_data.json,2961011,8000,38,2021-09-26 02:45:53.003,com.sec.android.app.shealth,2021-09-25 13:30:01.127,b99ce864-47b7-4bd6-b7f8-8f8b42901f3f.source_info.json,1.3736091,4067.2727,265.27512,5095,VfS0qUERdZ,com.sec.android.app.shealth,0,b99ce864-47b7-4bd6-b7f8-8f8b42901f3f.achievement.json,b99ce864-47b7-4bd6-b7f8-8f8b42901f3f,1632528000000,
3366,a4c6fbad-606b-4963-81e6-7030b9b4d3e2.binning_data.json,2014312,6000,0,2020-11-04 05:00:01.375,com.sec.android.app.shealth,2020-11-04 05:00:01.375,,1.3127983,2644.3857,166.54944,3366,Idp7XEd6un,com.sec.android.app.shealth,0,a4c6fbad-606b-4963-81e6-7030b9b4d3e2.achievement.json,a4c6fbad-606b-4963-81e6-7030b9b4d3e2,1604361600000,
3952,5c28b0f5-010d-4f43-b7e6-c155ca973eba.binning_data.json,2223013,8000,53,2021-07-30 03:07:32.651,com.sec.android.app.shealth,2021-07-29 12:33:47.253,5c28b0f5-010d-4f43-b7e6-c155ca973eba.source_info.json,1.4150422,3145.6577,206.78775,3899,VfS0qUERdZ,com.sec.android.app.shealth,0,5c28b0f5-010d-4f43-b7e6-c155ca973eba.achievement.json,5c28b0f5-010d-4f43-b7e6-c155ca973eba,1627516800000,
7328,6891063b-6cdc-4c90-8073-d40a7443f6ce.binning_data.json,3845899,6000,32,2020-11-27 05:00:04.074,com.sec.android.app.shealth,2020-11-26 05:00:04.293,,1.536365,5908.705,372.1041,7296,j9zBUHWfhn,com.sec.android.app.shealth,0,6891063b-6cdc-4c90-8073-d40a7443f6ce.achievement.json,6891063b-6cdc-4c90-8073-d40a7443f6ce,1606262400000,
4664,2f56a689-c7d6-411e-a63b-d4a8b4e39a0c.binning_data.json,2520591,8000,47,2021-05-15 04:00:03.968,com.sec.android.app.shealth,2021-05-15 04:00:03.968,,1.4838886,3740.2766,238.77344,4617,j9zBUHWfhn,com.sec.android.app.shealth,0,2f56a689-c7d6-411e-a63b-d4a8b4e39a0c.achievement.json,2f56a689-c7d6-411e-a63b-d4a8b4e39a0c,1620950400000,
2474,77b6dfb2-c100-4803-a61b-c7436f05b795.binning_data.json,1510287,8000,10,2021-09-03 04:00:01.993,com.sec.android.app.shealth,2021-09-03 04:00:01.993,,1.2797225,1932.7485,123.33368,2464,Idp7XEd6un,com.sec.android.app.shealth,0,77b6dfb2-c100-4803-a61b-c7436f05b795.achievement.json,77b6dfb2-c100-4803-a61b-c7436f05b795,1630540800000,
148,49cf653a-21da-4047-82c6-a97825b9c4ba.binning_data.json,96897,8000,0,2021-02-23 05:00:02.065,com.sec.android.app.shealth,2021-02-23 05:00:02.065,,1.182562,114.5874,7.380722,148,Idp7XEd6un,com.sec.android.app.shealth,0,49cf653a-21da-4047-82c6-a97825b9c4ba.achievement.json,49cf653a-21da-4047-82c6-a97825b9c4ba,1613952000000,
7002,3c83c14e-f46f-4455-bfdb-e1f4456e222c.binning_data.json,3924912,8000,16,2022-03-08 17:00:05.087,com.sec.android.app.shealth,2022-03-07 17:00:06.881,,1.4016234,5501.249,348.91812,6986,j9zBUHWfhn,com.sec.android.app.shealth,0,3c83c14e-f46f-4455-bfdb-e1f4456e222c.achievement.json,3c83c14e-f46f-4455-bfdb-e1f4456e222c,1646611200000,
1388,5375a824-0146-417c-b794-6d51fba0886b.binning_data.json,942324,8000,0,2021-07-30 04:00:12.869,com.sec.android.app.shealth,2021-07-30 04:00:12.869,,1.1332804,1067.918,70.079346,1388,Idp7XEd6un,com.sec.android.app.shealth,0,5375a824-0146-417c-b794-6d51fba0886b.achievement.json,5375a824-0146-417c-b794-6d51fba0886b,1627516800000,
