com.samsung.shealth.exercise,6211031,11
live_data_internal,mission_value,subset_data,total_calorie,completion_status,pace_info_id,pace_live_data,sensing_status,source_type,mission_type,tracking_status,program_id,reward_status,heart_rate_sample_count,mission_extra_value,program_schedule_id,heart_rate_deviceuuid,location_data_internal,additional_internal,com.samsung.health.exercise.duration,com.samsung.health.exercise.additional,com.samsung.health.exercise.mean_caloricburn_rate,com.samsung.health.exercise.location_data,com.samsung.health.exercise.start_time,com.samsung.health.exercise.exercise_type,com.samsung.health.exercise.custom,com.samsung.health.exercise.max_altitude,com.samsung.health.exercise.incline_distance,com.samsung.health.exercise.mean_heart_rate,com.samsung.health.exercise.count_type,com.samsung.health.exercise.mean_rpm,com.samsung.health.exercise.min_altitude,com.samsung.health.exercise.max_heart_rate,com.samsung.health.exercise.update_time,com.samsung.health.exercise.create_time,com.samsung.health.exercise.max_power,com.samsung.health.exercise.max_speed,com.samsung.health.exercise.mean_cadence,com.samsung.health.exercise.min_heart_rate,com.samsung.health.exercise.count,com.samsung.health.exercise.distance,com.samsung.health.exercise.max_caloricburn_rate,com.samsung.health.exercise.calorie,com.samsung.health.exercise.max_cadence,com.samsung.health.exercise.decline_distance,com.samsung.health.exercise.vo2_max,com.samsung.health.exercise.time_offset,com.samsung.health.exercise.deviceuuid,com.samsung.health.exercise.max_rpm,com.samsung.health.exercise.comment,com.samsung.health.exercise.live_data,com.samsung.health.exercise.mean_power,com.samsung.health.exercise.mean_speed,com.samsung.health.exercise.pkg_name,com.samsung.health.exercise.altitude_gain,com.samsung.health.exercise.altitude_loss,com.samsung.health.exercise.exercise_custom_type,com.samsung.health.exercise.end_time,com.samsung.health.exercise.datauuid,com.samsung.health.exercise.sweat_loss
,0,,58.0,0,,,,4,0,,,0,,0.0,,,,,775380,,,,2021-05-11 22:27:02.560,1001,,,,,30001,,,,2021-05-11 22:40:59.329,2021-05-11 22:40:59.329,,1.8055556,,,1096,868.469,,58.0,,,,UTC-0400,j9zBUHWfhn,,,b0b9833a-7bed-b03a-c2f7-05804bc7dabf.com.samsung.health.exercise.live_data.json,,1.4604392,com.sec.android.app.shealth,,,,2021-05-11 22:39:57.940,b0b9833a-7bed-b03a-c2f7-05804bc7dabf,,
4195d0b6-7632-8ab0-65f3-fd30067c4982.live_data_internal.json,0,,76.0,0,,,,4,0,,,0,38,0.0,,,,,687000,,,,2022-03-04 04:22:12.880,1001,,,,130.0,30001,,,134.0,2022-03-04 04:35:12.933,2022-03-04 04:35:12.933,,1.6388888,,125.0,1045,815.26,,76.0,,,,UTC+0700,j9zBUHWfhn,,,4195d0b6-7632-8ab0-65f3-fd30067c4982.com.samsung.health.exercise.live_data.json,,1.3602667,com.sec.android.app.shealth,,,,2022-03-04 04:33:39.880,4195d0b6-7632-8ab0-65f3-fd30067c4982,,
30b207b5-5fd3-f2e6-e4d9-b14f202632d5.live_data_internal.json,0,,65.0,0,,,,4,0,,,0,4,0.0,,,,,643940,,,,2021-12-05 15:54:39.080,0,,,,91.0,,,,92.0,2021-12-05 16:06:27.313,2021-12-05 16:06:27.313,,,,90.0,,,,65.0,,,,UTC-0500,j9zBUHWfhn,,,30b207b5-5fd3-f2e6-e4d9-b14f202632d5.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,2021-12-05 16:05:23.020,30b207b5-5fd3-f2e6-e4d9-b14f202632d5,,
,0,,161.0,0,,,,4,0,,,0,,0.0,,,,,2336240,,,,2021-09-21 22:25:21.240,1001,,,,,30001,,,,2021-09-21 23:05:20.386,2021-09-21 23:05:20.386,,1.9722222,,,2952,2360.2559,,161.0,,,,UTC-0400,j9zBUHWfhn,,,67899ed2-89bd-f6be-f719-efa1edc95726.com.samsung.health.exercise.live_data.json,,1.5395532,com.sec.android.app.shealth,,,,2021-09-21 23:04:17.480,67899ed2-89bd-f6be-f719-efa1edc95726,,
,0,,58.0,0,,,,4,0,,,0,,0.0,,,,,687980,,,,2021-05-21 21:34:56.440,1001,,,,,30001,,,,2021-05-21 21:47:27.869,2021-05-21 21:47:27.869,,1.5277778,,,1133,880.96,,58.0,,,,UTC-0400,j9zBUHWfhn,,,e6cbfbbe-21f1-24a5-7d2c-de9a69f50acf.com.samsung.health.exercise.live_data.json,,1.374437,com.sec.android.app.shealth,,,,2021-05-21 21:46:24.420,e6cbfbbe-21f1-24a5-7d2c-de9a69f50acf,,
,0,,80.0,0,,,,4,0,,,0,,0.0,,,,,1004360,,,,2021-08-31 21:56:36.000,1001,,,,,30001,,,,2021-08-31 22:14:22.227,2021-08-31 22:14:22.227,,1.6388888,,,1606,1266.92,,80.0,,,,UTC-0400,j9zBUHWfhn,,,a2a62f64-8a48-bfed-e931-47538c718722.com.samsung.health.exercise.live_data.json,,1.4189042,com.sec.android.app.shealth,,,,2021-08-31 22:13:20.360,a2a62f64-8a48-bfed-e931-47538c718722,,
,0,,61.0,0,,,,4,0,,,0,,0.0,,,,,762180,,,,2021-11-14 20:17:57.680,1001,,,,,30001,,,,2021-11-14 20:31:42.309,2021-11-14 20:31:42.309,,1.645402,,,1132,893.25,,61.0,,,,UTC-0500,j9zBUHWfhn,,,88c9da6f-2bda-3b7b-a301-b1c550415dc4.com.samsung.health.exercise.live_data.json,,1.4143342,com.sec.android.app.shealth,,,,2021-11-14 20:30:39.860,88c9da6f-2bda-3b7b-a301-b1c550415dc4,,
194931f1-b2b7-a5b1-3cb8-7c6c8d8fd2fa.live_data_internal.json,0,,88.0,0,,,,4,0,,,0,67,0.0,,,,,873900,,,,2021-12-30 19:54:06.760,1001,,,,144.0,30001,,,151.0,2021-12-30 20:10:12.861,2021-12-30 20:10:12.861,,1.6944444,,134.0,1025,773.069,,88.0,,,,UTC-0500,j9zBUHWfhn,,,194931f1-b2b7-a5b1-3cb8-7c6c8d8fd2fa.com.samsung.health.exercise.live_data.json,,1.310116,com.sec.android.app.shealth,,,,2021-12-30 20:08:40.660,194931f1-b2b7-a5b1-3cb8-7c6c8d8fd2fa,,
,0,,89.0,0,,,,4,0,,,0,,0.0,,,,,747840,,,,2021-04-21 11:57:52.400,0,,,,,,,,,2021-04-21 12:11:22.238,2021-04-21 12:11:22.238,,,,,,,,89.0,,,,UTC-0400,j9zBUHWfhn,,,,,,com.sec.android.app.shealth,,,,2021-04-21 12:10:20.240,a66396ee-c07a-a92b-b234-20e2aec768a9,,
,0,,55.0,0,,,,4,0,,,0,,0.0,,,,,710120,,,,2021-10-22 22:00:43.680,1001,,,,,30001,,,,2021-10-22 22:13:37.342,2021-10-22 22:13:37.342,,1.7482634,,,1036,809.68,,55.0,,,,UTC-0400,j9zBUHWfhn,,,0148842f-6428-8765-a85a-4e559b564383.com.samsung.health.exercise.live_data.json,,1.405333,com.sec.android.app.shealth,,,,2021-10-22 22:12:33.800,0148842f-6428-8765-a85a-4e559b564383,,
,0,,80.0,0,,,,4,0,,,0,,0.0,,,,,1045780,,,,2021-08-24 22:06:58.540,1001,,,,,30001,,,,2021-08-24 22:25:29.348,2021-08-24 22:25:29.348,,1.5833334,,,1610,1266.4135,,80.0,,,,UTC-0400,j9zBUHWfhn,,,0b442e2c-a9fc-6225-8eb3-deea81390162.com.samsung.health.exercise.live_data.json,,1.4164591,com.sec.android.app.shealth,,,,2021-08-24 22:24:24.320,0b442e2c-a9fc-6225-8eb3-deea81390162,,
8c772a6b-a3c0-4e35-397c-4eacea2a522f.live_data_internal.json,0,,71.0,0,,,,4,0,,,0,48,0.0,,,,,651760,,,,2022-03-11 06:40:01.660,1001,,,,99.0,30001,,,107.0,2022-03-11 06:52:26.358,2022-03-11 06:52:26.358,,1.596757,,81.0,853,626.56,,71.0,,,,UTC+0700,j9zBUHWfhn,,,8c772a6b-a3c0-4e35-397c-4eacea2a522f.com.samsung.health.exercise.live_data.json,,1.3255377,com.sec.android.app.shealth,,,,2022-03-11 06:50:53.420,8c772a6b-a3c0-4e35-397c-4eacea2a522f,,
,0,,68.0,0,,,,4,0,,,0,,0.0,,,,,935620,,,,2021-06-06 01:33:26.900,1001,,,,,30001,,,,2021-06-06 01:50:05.580,2021-06-06 01:50:05.580,,1.6388888,,,1192,928.901,,68.0,,,,UTC-0400,j9zBUHWfhn,,,f273ead1-118f-6f6f-930f-54dfd0241f3c.com.samsung.health.exercise.live_data.json,,1.4457725,com.sec.android.app.shealth,,,,2021-06-06 01:49:02.520,f273ead1-118f-6f6f-930f-54dfd0241f3c,,
,0,,95.0,0,,,,4,0,,,0,,0.0,,,,,1335520,,,db7d0d66-dabd-06a0-06f7-b9e92a563dc5.com.samsung.health.exercise.location_data.json,2020-11-25 17:16:07.260,1001,,,,,30001,,,,2020-11-25 17:39:24.503,2020-11-25 17:39:24.503,,1.902424,,,2017,1594.2527,,95.0,,,,UTC-0500,j9zBUHWfhn,,,db7d0d66-dabd-06a0-06f7-b9e92a563dc5.com.samsung.health.exercise.live_data.json,,1.4280167,com.sec.android.app.shealth,,,,2020-11-25 17:38:22.780,db7d0d66-dabd-06a0-06f7-b9e92a563dc5,,
,0,,74.0,0,,,,4,0,,,0,,0.0,,,,,937620,,,,2021-10-17 08:12:21.400,1001,,,,,30001,,,,2021-10-17 08:29:04.371,2021-10-17 08:29:04.371,,1.5833334,,,1439,1122.91,,74.0,,,,UTC+0200,j9zBUHWfhn,,,14c40675-cb42-a3a5-a948-116dee14650c.com.samsung.health.exercise.live_data.json,,1.3634934,com.sec.android.app.shealth,,,,2021-10-17 08:27:59.020,14c40675-cb42-a3a5-a948-116dee14650c,,
,0,,159.0,0,,,,4,0,,,0,,0.0,,,,,2984160,,,86092b93-ed76-c64b-6815-2c3535bc7f5b.com.samsung.health.exercise.location_data.json,2020-10-01 21:52:02.640,1001,,,,,30001,,,,2020-10-01 22:42:51.391,2020-10-01 22:42:51.391,,2.0833333,,,4286,3258.69,,159.0,,,,UTC-0400,j9zBUHWfhn,,,86092b93-ed76-c64b-6815-2c3535bc7f5b.com.samsung.health.exercise.live_data.json,,1.4233843,com.sec.android.app.shealth,,,,2020-10-01 22:41:46.800,86092b93-ed76-c64b-6815-2c3535bc7f5b,,
cc96baa5-d9da-5eed-fd8d-bf44732925a2.live_data_internal.json,0,,78.0,0,,,,4,0,,,0,47,0.0,,,,,672020,,,,2022-03-16 23:01:18.420,1001,,,,82.0,30001,,,92.0,2022-03-16 23:14:05.706,2022-03-16 23:14:05.706,,1.4936666,,64.0,1112,877.92,,78.0,,,,UTC+0700,j9zBUHWfhn,,,cc96baa5-d9da-5eed-fd8d-bf44732925a2.com.samsung.health.exercise.live_data.json,,1.4374695,com.sec.android.app.shealth,,,,2022-03-16 23:12:30.440,cc96baa5-d9da-5eed-fd8d-bf44732925a2,,
,0,,52.0,0,,,,4,0,,,0,,0.0,,,,,940980,,,7e7c95cd-19df-a4ec-74d5-4bc5075d194c.com.samsung.health.exercise.location_data.json,2020-10-31 14:52:58.320,1001,,,,,30001,,,,2020-10-31 15:09:41.473,2020-10-31 15:09:41.473,,1.8611112,,,1069,849.2,,52.0,,,,UTC-0400,j9zBUHWfhn,,,7e7c95cd-19df-a4ec-74d5-4bc5075d194c.com.samsung.health.exercise.live_data.json,,1.4728626,com.sec.android.app.shealth,,,,2020-10-31 15:08:39.300,7e7c95cd-19df-a4ec-74d5-4bc5075d194c,,
2eb61b3d-071d-92b3-37c8-a4f715520135.live_data_internal.json,0,,178.0,0,,,,4,0,,,0,144,0.0,,,,,1606980,,,,2022-03-04 02:27:35.860,1001,,,,105.0,30001,,,116.0,2022-03-04 02:56:00.771,2022-03-04 02:56:00.771,,1.5277778,,88.0,2574,2036.29,,178.0,,,,UTC+0700,j9zBUHWfhn,,,2eb61b3d-071d-92b3-37c8-a4f715520135.com.samsung.health.exercise.live_data.json,,1.4207802,com.sec.android.app.shealth,,,,2022-03-04 02:54:22.840,2eb61b3d-071d-92b3-37c8-a4f715520135,,
db3a7bf1-4852-d0c5-e0c6-6ebc35f1352f.live_data_internal.json,0,,76.0,0,,,,4,0,,,0,,0.0,,,,,811898,,,,2022-03-06 13:56:05.840,1001,,,,,30001,,,,2022-03-06 21:41:18.617,2022-03-06 21:41:18.617,,1.4444444,,,1100,852.901,,76.0,,,,UTC+0700,j9zBUHWfhn,,,db3a7bf1-4852-d0c5-e0c6-6ebc35f1352f.com.samsung.health.exercise.live_data.json,,1.2977427,com.sec.android.app.shealth,,,,2022-03-06 14:09:37.738,db3a7bf1-4852-d0c5-e0c6-6ebc35f1352f,,
a2daa3dc-1178-28c4-055c-60f23ed5b1e5.live_data_internal.json,0,,76.0,0,,,,4,0,,,0,16,0.0,,,,,811740,,,,2021-12-04 15:35:56.220,0,,,,87.0,,,,94.0,2021-12-04 15:50:31.903,2021-12-04 15:50:31.903,,,,80.0,,,,76.0,,,,UTC-0500,j9zBUHWfhn,,,a2daa3dc-1178-28c4-055c-60f23ed5b1e5.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,2021-12-04 15:49:27.960,a2daa3dc-1178-28c4-055c-60f23ed5b1e5,,
,0,,86.0,0,,,,4,0,,,0,,0.0,,,,,946280,,,,2021-08-24 22:30:37.740,0,,,,,,,,,2021-08-24 22:47:25.461,2021-08-24 22:47:25.461,,,,,,,,86.0,,,,UTC-0400,j9zBUHWfhn,,,,,,com.sec.android.app.shealth,,,,2021-08-24 22:46:24.020,e895720a-78fd-af71-6f31-f9ac1a6b76ba,,
,0,,91.0,0,,,,4,0,,,0,,0.0,,,,,1141840,,,,2021-08-05 21:54:55.560,1001,,,,,30001,,,,2021-08-05 22:15:00.653,2021-08-05 22:15:00.653,,1.75,,,1734,1366.241,,91.0,,,,UTC-0400,j9zBUHWfhn,,,47a9c9bd-0dea-0ad4-13bf-e7c85ed02f73.com.samsung.health.exercise.live_data.json,,1.4518908,com.sec.android.app.shealth,,,,2021-08-05 22:13:57.400,47a9c9bd-0dea-0ad4-13bf-e7c85ed02f73,,
,0,,97.0,0,,,,4,0,,,0,,0.0,,,,,1252440,,,3ae7033e-0314-1725-a790-1c448da398a3.com.samsung.health.exercise.location_data.json,2020-10-30 22:08:08.300,1001,,,,,30001,,,,2020-10-30 22:30:02.281,2020-10-30 22:30:02.281,,1.6633326,,,2119,1673.322,,97.0,,,,UTC-0400,j9zBUHWfhn,,,3ae7033e-0314-1725-a790-1c448da398a3.com.samsung.health.exercise.live_data.json,,1.3785067,com.sec.android.app.shealth,,,,2020-10-30 22:29:00.740,3ae7033e-0314-1725-a790-1c448da398a3,,
5621e8fc-f5da-6255-64c0-622292291581.live_data_internal.json,0,,83.0,0,,,,4,0,,,0,53,0.0,,,,,801860,,,,2022-03-14 05:15:07.000,1001,,,,93.0,30001,,,101.0,2022-03-14 05:30:02.011,2022-03-14 05:30:02.011,,1.6334046,,87.0,988,761.2,,83.0,,,,UTC+0700,j9zBUHWfhn,,,5621e8fc-f5da-6255-64c0-622292291581.com.samsung.health.exercise.live_data.json,,1.3105695,com.sec.android.app.shealth,,,,2022-03-14 05:28:28.860,5621e8fc-f5da-6255-64c0-622292291581,,
,0,,63.0,0,,,,4,0,,,0,,0.0,,,,,785200,,,3931f656-ee07-054f-3560-5f59b01c7cfe.com.samsung.health.exercise.location_data.json,2021-02-01 17:04:46.940,0,,,,,,,,,2021-02-01 17:18:56.387,2021-02-01 17:18:56.387,,,,,,,,63.0,,,,UTC-0500,j9zBUHWfhn,,,3931f656-ee07-054f-3560-5f59b01c7cfe.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,2021-02-01 17:17:52.140,3931f656-ee07-054f-3560-5f59b01c7cfe,,
dfd5838e-819e-5b7d-87b0-c5220d18e5cf.live_data_internal.json,0,,119.0,0,,,,4,0,,,0,21,0.0,,,,,607800,,,,2021-12-21 13:36:52.120,1001,,,,106.0,30001,,,110.0,2021-12-21 13:48:35.585,2021-12-21 13:48:35.585,,2.6666667,,103.0,1074,970.92,,119.0,,,,UTC-0500,j9zBUHWfhn,,,dfd5838e-819e-5b7d-87b0-c5220d18e5cf.com.samsung.health.exercise.live_data.json,,2.0251265,com.sec.android.app.shealth,,,,2021-12-21 13:46:59.920,dfd5838e-819e-5b7d-87b0-c5220d18e5cf,,
,0,,68.0,0,,,,4,0,,,0,,0.0,,,,,859440,,,,2021-05-23 18:40:53.720,1001,,,,,30001,,,,2021-05-23 18:56:14.341,2021-05-23 18:56:14.341,,1.6111112,,,1235,980.87225,,68.0,,,,UTC-0400,j9zBUHWfhn,,,ae9401c7-e1d9-98ae-ea4f-691362f16957.com.samsung.health.exercise.live_data.json,,1.4714289,com.sec.android.app.shealth,,,,2021-05-23 18:55:13.160,ae9401c7-e1d9-98ae-ea4f-691362f16957,,
,0,,90.0,0,,,,4,0,,,0,,0.0,,,,,933160,,,,2021-05-26 22:21:16.920,1001,,,,,30001,,,,2021-05-26 22:37:51.334,2021-05-26 22:37:51.334,,2.878972,,,1520,1248.11,,90.0,,,,UTC-0400,j9zBUHWfhn,,,d7647d64-3fd5-e662-55f0-37028927b306.com.samsung.health.exercise.live_data.json,,1.5951278,com.sec.android.app.shealth,,,,2021-05-26 22:36:50.080,d7647d64-3fd5-e662-55f0-37028927b306,,
,0,,50.0,0,,,,4,0,,,0,,0.0,,,,,682680,,,,2021-05-02 20:09:09.820,1001,,,,,30001,,,,2021-05-02 20:21:35.285,2021-05-02 20:21:35.285,,1.75,,,1028,808.86096,,50.0,,,,UTC-0400,j9zBUHWfhn,,,e596aa5b-3bc9-ef4a-ceb6-3b1cab89a089.com.samsung.health.exercise.live_data.json,,1.3578628,com.sec.android.app.shealth,,,,2021-05-02 20:20:32.500,e596aa5b-3bc9-ef4a-ceb6-3b1cab89a089,,
,0,,81.0,0,,,,4,0,,,0,,0.0,,,,,1025200,,,,2021-10-26 21:59:18.580,1001,,,,,30001,,,,2021-10-26 22:17:30.342,2021-10-26 22:17:30.342,,1.6388888,,,1612,1261.7148,,81.0,,,,UTC-0400,j9zBUHWfhn,,,a0fa152a-53f1-e8ac-bee4-c0778629f7a4.com.samsung.health.exercise.live_data.json,,1.3818262,com.sec.android.app.shealth,,,,2021-10-26 22:16:23.780,a0fa152a-53f1-e8ac-bee4-c0778629f7a4,,
,0,,50.0,0,,,,4,0,,,0,,0.0,,,,,632340,,,,2021-10-07 21:59:36.080,1001,,,,,30001,,,,2021-10-07 22:11:11.277,2021-10-07 22:11:11.277,,1.5833334,,,868,686.14,,50.0,,,,UTC-0400,j9zBUHWfhn,,,3955917a-debd-ab45-d597-9094bb2e786e.com.samsung.health.exercise.live_data.json,,1.4329486,com.sec.android.app.shealth,,,,2021-10-07 22:10:08.420,3955917a-debd-ab45-d597-9094bb2e786e,,
,0,,82.0,0,,,,4,0,,,0,,0.0,,,,,1173940,,,,2021-05-04 21:23:41.500,1001,,,,,30001,,,,2021-05-04 21:44:17.290,2021-05-04 21:44:17.290,,2.0277777,,,1434,1152.4,,82.0,,,,UTC-0400,j9zBUHWfhn,,,4899f987-4c40-62de-4a0c-172970c22730.com.samsung.health.exercise.live_data.json,,1.5854069,com.sec.android.app.shealth,,,,2021-05-04 21:43:15.440,4899f987-4c40-62de-4a0c-172970c22730,,
ec4ace57-006c-d1e8-fc4e-dfc22551b9d7.live_data_internal.json,0,,147.0,0,,,,4,0,,,0,130,0.0,,,,,1490520,,,,2021-11-25 16:49:15.040,1001,,,,143.0,30001,,,154.0,2021-11-25 17:15:52.006,2021-11-25 17:15:52.006,,1.5277778,,133.0,1627,1232.51,,147.0,,,,UTC-0500,j9zBUHWfhn,,,ec4ace57-006c-d1e8-fc4e-dfc22551b9d7.com.samsung.health.exercise.live_data.json,,1.2999892,com.sec.android.app.shealth,,,,2021-11-25 17:14:05.560,ec4ace57-006c-d1e8-fc4e-dfc22551b9d7,,
,0,,146.0,0,,,,4,0,,,0,,0.0,,,,,1998520,,,,2021-04-08 21:40:07.960,1001,,,,,30001,,,,2021-04-08 22:14:31.381,2021-04-08 22:14:31.381,,1.8116616,,,2712,2161.9456,,146.0,,,,UTC-0400,j9zBUHWfhn,,,4f4cfbf0-1dba-f8da-2b28-c8d9a6239ffd.com.samsung.health.exercise.live_data.json,,1.481939,com.sec.android.app.shealth,,,,2021-04-08 22:13:26.480,4f4cfbf0-1dba-f8da-2b28-c8d9a6239ffd,,
,,,,1,,,,4,0,0,,,,,,,,,899823,,,,2021-09-09 22:21:00.000,1001,,,,,30001,,,,2021-09-09 22:46:11.416,2021-09-09 22:46:11.416,,1.7458851,,,1477,1160.707,,72.79956,,,,UTC-0400,Idp7XEd6un,,,5c70f7cb-0a7b-4330-9298-4abc8f35a7ea.com.samsung.health.exercise.live_data.json,,1.2899282,com.sec.android.app.shealth,,,,2021-09-09 22:36:00.000,5c70f7cb-0a7b-4330-9298-4abc8f35a7ea,,
0f903fa7-63fa-6df8-cdb8-85937a4187ce.live_data_internal.json,0,,121.0,0,,,,4,0,,,0,102,0.0,,,,,1163660,,,,2022-03-14 07:15:22.460,1001,,,,100.0,30001,,,111.0,2022-03-14 07:36:18.938,2022-03-14 07:36:18.938,,1.7777778,,93.0,1562,1198.6366,,121.0,,,,UTC+0700,j9zBUHWfhn,,,0f903fa7-63fa-6df8-cdb8-85937a4187ce.com.samsung.health.exercise.live_data.json,,1.3030074,com.sec.android.app.shealth,,,,2022-03-14 07:34:46.120,0f903fa7-63fa-6df8-cdb8-85937a4187ce,,
,0,,94.0,0,,,,4,0,,,0,,0.0,,,,,636440,,,,2021-10-31 15:21:28.460,0,,,,,,,,,2021-10-31 15:33:07.217,2021-10-31 15:33:07.217,,,,,,,,94.0,,,,UTC-0400,j9zBUHWfhn,,,,,,com.sec.android.app.shealth,,,,2021-10-31 15:32:04.900,aa786903-3f3e-0553-9987-1c089afef689,,
,0,,68.0,0,,,,4,0,,,0,,0.0,,,,,893320,,,68cc7ee6-e690-0523-ff51-0f76124a977a.com.samsung.health.exercise.location_data.json,2020-12-19 19:20:54.800,0,,,,,,,,,2020-12-19 19:36:48.777,2020-12-19 19:36:48.777,,,,,,,,68.0,,,,UTC-0500,j9zBUHWfhn,,,68cc7ee6-e690-0523-ff51-0f76124a977a.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,2020-12-19 19:35:48.120,68cc7ee6-e690-0523-ff51-0f76124a977a,,
85312b69-b41c-fc16-b85d-6bd9fc43959c.live_data_internal.json,0,,144.0,0,,,,4,0,,,0,109,0.0,,,,,1292160,,,,2022-03-11 06:52:34.160,1001,,,,117.0,30001,,,149.0,2022-03-11 07:15:38.763,2022-03-11 07:15:38.763,,1.6666666,,96.0,1702,1209.5682,,144.0,,,,UTC+0700,j9zBUHWfhn,,,85312b69-b41c-fc16-b85d-6bd9fc43959c.com.samsung.health.exercise.live_data.json,,1.3374133,com.sec.android.app.shealth,,,,2022-03-11 07:14:06.320,85312b69-b41c-fc16-b85d-6bd9fc43959c,,
,0,,44.0,0,,,,4,0,,,0,,0.0,,,,,670900,,,b54f3e5d-6e15-1ef7-dcaa-de5b5f89d680.com.samsung.health.exercise.location_data.json,2020-11-11 12:40:13.040,1001,,,,,30001,,,,2020-11-11 12:52:32.335,2020-11-11 12:52:32.335,,2.25,,,897,721.2975,,44.0,,,,UTC-0500,j9zBUHWfhn,,,b54f3e5d-6e15-1ef7-dcaa-de5b5f89d680.com.samsung.health.exercise.live_data.json,,1.5015167,com.sec.android.app.shealth,,,,2020-11-11 12:51:23.940,b54f3e5d-6e15-1ef7-dcaa-de5b5f89d680,,
7cce0e97-5d21-f592-bdc3-1ed6e2a812b4.live_data_internal.json,100101005,,0.20557898,0,,,,1,4,,,0,5,0.0,,,,,5730,,,,2021-10-20 00:03:03.650,1002,,,0.0,83.0,30001,,,84.0,2021-10-20 00:03:12.692,2021-10-20 00:03:12.692,,,,82.0,0,0.0,,0.13539857,,0.0,,UTC-0400,j9zBUHWfhn,,,7cce0e97-5d21-f592-bdc3-1ed6e2a812b4.com.samsung.health.exercise.live_data.json,,0.0,com.sec.android.app.shealth,,,,2021-10-20 00:03:12.350,7cce0e97-5d21-f592-bdc3-1ed6e2a812b4,,
8274849d-e95d-f0d3-4ad6-b2ead12ff499.live_data_internal.json,0,,188.0,0,,,,4,0,,,0,164,0.0,,,,,1793260,,,,2021-12-12 16:54:04.880,1001,,,,105.0,30001,,,133.0,2021-12-12 17:25:31.851,2021-12-12 17:25:31.851,,3.1111112,,82.0,1480,1172.26,,188.0,,,,UTC-0500,j9zBUHWfhn,,,8274849d-e95d-f0d3-4ad6-b2ead12ff499.com.samsung.health.exercise.live_data.json,,1.5125084,com.sec.android.app.shealth,,,,2021-12-12 17:23:58.140,8274849d-e95d-f0d3-4ad6-b2ead12ff499,,
,0,,61.0,0,,,,4,0,,,0,,0.0,,,,,736680,,,,2021-07-25 15:23:05.280,1001,,,,,30001,,,,2021-07-25 15:36:27.315,2021-07-25 15:36:27.315,,1.5833334,,,1175,919.46,,61.0,,,,UTC-0400,j9zBUHWfhn,,,6229540e-c229-325d-dd5e-bc7311a0cae6.com.samsung.health.exercise.live_data.json,,1.4206333,com.sec.android.app.shealth,,,,2021-07-25 15:35:21.960,6229540e-c229-325d-dd5e-bc7311a0cae6,,
,0,,59.0,0,,,,4,0,,,0,,0.0,,,,,776200,,,,2021-05-16 01:07:50.700,1001,,,,,30001,,,,2021-05-16 01:21:53.364,2021-05-16 01:21:53.364,,1.6388888,,,1149,906.859,,59.0,,,,UTC-0400,j9zBUHWfhn,,,9b194e83-42c9-e7e3-b600-e7483b9fb161.com.samsung.health.exercise.live_data.json,,1.4314374,com.sec.android.app.shealth,,,,2021-05-16 01:20:46.900,9b194e83-42c9-e7e3-b600-e7483b9fb161,,
,0,,93.0,0,,,,4,0,,,0,,0.0,,,,,1212840,,,2115ab4d-63b6-04f6-936e-70224ff50a81.com.samsung.health.exercise.location_data.json,2021-01-09 00:17:15.060,0,,,,,,,,,2021-01-09 00:38:30.367,2021-01-09 00:38:30.367,,,,,,,,93.0,,,,UTC-0500,j9zBUHWfhn,,,2115ab4d-63b6-04f6-936e-70224ff50a81.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,2021-01-09 00:37:27.900,2115ab4d-63b6-04f6-936e-70224ff50a81,,
,0,,60.0,0,,,,4,0,,,0,,0.0,,,,,981160,,,,2021-06-17 23:43:06.680,1001,,,,,30001,,,,2021-06-18 00:00:30.095,2021-06-18 00:00:30.095,,2.4444444,,,1081,890.7,,60.0,,,,UTC-0400,j9zBUHWfhn,,,9ab7eaff-46cb-85f6-a46b-089c16325fe9.com.samsung.health.exercise.live_data.json,,1.6691184,com.sec.android.app.shealth,,,,2021-06-17 23:59:27.840,9ab7eaff-46cb-85f6-a46b-089c16325fe9,,
,0,,95.0,0,,,,4,0,,,0,,0.0,,,,,1174760,,,,2021-08-02 22:06:01.920,1001,,,,,30001,,,,2021-08-02 22:26:40.452,2021-08-02 22:26:40.452,,1.6546725,,,1736,1372.4452,,95.0,,,,UTC-0400,j9zBUHWfhn,,,13f4fd82-e1c6-a784-4940-71a6fcbfeb03.com.samsung.health.exercise.live_data.json,,1.4244205,com.sec.android.app.shealth,,,,2021-08-02 22:25:36.680,13f4fd82-e1c6-a784-4940-71a6fcbfeb03,,
,0,,89.0,0,,,,4,0,,,0,,0.0,,,,,618320,,,,2021-09-05 20:56:28.220,0,,,,,,,,,2021-09-05 21:07:50.218,2021-09-05 21:07:50.218,,,,,,,,89.0,,,,UTC-0400,j9zBUHWfhn,,,,,,com.sec.android.app.shealth,,,,2021-09-05 21:06:46.540,cc2e59a9-6b4e-eba8-f352-7d65142dc88b,,
